make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page,provenance,confidence
TOYOTA,LANDCRUISER PRADO,"Prado J150 Upgrade, Diesel, 2.8L",2011 onward,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado J150 Upgrade, Diesel, 3.0L",2011 onward,,4704,,5594,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado J150 Upgrade, Kakadu Diesel, 3.0L",2011 onward,,4704,,5594,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado J150 Upgrade, Kakadu Petrol",2011 onward,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado J150 Upgrade, Petrol",2011 onward,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LANDCRUISER PRADO,"Prado J150, Kakadu, Diesel, 2.8L",2011 onward,,4504,,5582,,,136,rerun-2026-07-14,guide
TOYOTA,LEXCEN,All variants,1989 to 1997,,2501,2541,,,,136,rerun-2026-07-14,guide
TOYOTA,LITE ACE,All variants,1980 to 1992,,,2383,,,,137,rerun-2026-07-14,guide
TOYOTA,MIRAI,HCV,2014 onward,,,,5511,Must use AGM.,,137,rerun-2026-07-14,guide
TOYOTA,MR2,All other variants,1987 to 2004,,,2136,,,,137,rerun-2026-07-14,guide
TOYOTA,MR2,"SW20R, 2.0L",1987 to 2004,,4504,,,,,137,rerun-2026-07-14,guide
TOYOTA,PASEO,All variants,1991 to 1996,,2501 5375,2541,,,,137,rerun-2026-07-14,guide
TOYOTA,PORTE,"1.5L, Petrol, Grey import",2004 to 2012,,,2138,,,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius, NHW11, Hybrid",2001 to 2003,,,,,Refer to OEM Dealer.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius, NHW20, i-TECH, Hybrid",2003 to 2009,,,,5511,Must use AGM. Battery in boot.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius, VW30, i-TECH, Hybrid",2009 to 2012,,,,5511,Must use AGM. Battery in boot.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius C, HP10, i-TECH, Hybrid",2012 to 2016,,,,,2341 is locally sourced.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius V, VW40, i-TECH, Hybrid",2012 to 2016,,,,5511,Must use AGM. Battery in boot.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius, VW30, i-TECH, Hybrid",2012 to 2016,,,,5511,Must use AGM. Battery in boot.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius V, VW40, i-TECH, Hybrid",2016 onward,,,,5511,Must use AGM. Battery in boot.,,137,rerun-2026-07-14,guide
TOYOTA,PRIUS,"Prius, VW50, i-TECH, Hybrid",2016 onward,,5344,,,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A10, A11",1994 to 2000,,,2135,,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A20, A21, 2.0L, Petrol",2000 to 2003,,,2135,,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A22, 2.4L, Petrol",2003 to 2006,,,2543,,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A23, 2.4L, Petrol",2003 to 2006,,,2544,4032,4032 is alternate fitment option.,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A33, 4WD",2006 to 2013,,,2544,4032,4032 is alternate fitment option.,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A33, V6, Petrol",2006 to 2013,,4504,,5582,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A38, 2.4L 4 cyl, 2WD, Petrol",2006 to 2013,,,2544,4032,4032 is alternate fitment option.,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A40 series, Diesel",2013 to 2018,,4704,,5594,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"A40 series, Petrol",2013 to 2018,,,2544,4032,4032 is alternate fitment option.,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"AXAA, 2.5L, Edge, Petrol",2018 onward,,3554,,,,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"AXAH, Hybrid",2018 onward,,5344,,,5344 is Auxiliary battery. CAUTION - refer to MasterFit before Jump Starting.,,137,rerun-2026-07-14,guide
TOYOTA,RAV4,"MAXAA, 2.0L, Petrol",2018 onward,,3554,,,,,138,rerun-2026-07-15,guide
TOYOTA,RUKUS,All variants,2010 onward,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,SOARER,Grey Import,1991 to 2000,,4704,,5594,,,138,rerun-2026-07-15,guide
TOYOTA,SPACIA,2.2L,1993 to 1998,,,2543,,,,138,rerun-2026-07-15,guide
TOYOTA,SPACIA,2.0L,1998 to 2001,,,2383,,,,138,rerun-2026-07-15,guide
TOYOTA,SPRINTER,All variants,1983 to 1985,,,2134,,,,138,rerun-2026-07-15,guide
TOYOTA,SPRINTER,All variants,1994 to 1996,,2502,2542,,,,138,rerun-2026-07-15,guide
TOYOTA,STARLET,All variants,1996 to 1999,,,2136,,,,138,rerun-2026-07-15,guide
TOYOTA,STOUT,All variants,1970 to 1983,,4503,,,,,138,rerun-2026-07-15,guide
TOYOTA,SUPRA,"Mk II [A60], 2.8L",1983 to 1986,,,2542,,,,138,rerun-2026-07-15,guide
TOYOTA,SUPRA,"Mk III [A70], 3.0L",1986 to 1993,,,2543,,,,138,rerun-2026-07-15,guide
TOYOTA,SUPRA,"3.0L, Petrol",2019 onward,,,,3888,Current Sensor Warning - refer to MasterFit.,Yes,138,rerun-2026-07-15,guide
TOYOTA,T-18,All variants,1979 to 1983,,,2134,,,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,4WD,1983 to 1990,,,2543,,,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,Diesel,1983 to 1990,,4503,,,,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,Petrol,1983 to 1990,,,2382,,,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,"XR10, XR20",1990 to 2000,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,"XR10, XR20, 4WD",1990 to 2000,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,"XR30, XR40",2000 to 2006,,,2136,,,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,"XR50, 4cyl",2006 onward,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,TARAGO,"XR50, V6",2006 onward,,4504,,5582,,,138,rerun-2026-07-15,guide
TOYOTA,TERCEL,All variants,1983 to 1988,,,2381 2135,,,,138,rerun-2026-07-15,guide
TOYOTA,TOWNACE,All variants,1992 to 1997,,,2543,,,,138,rerun-2026-07-15,guide
TOYOTA,TOWNACE,All variants,1997 to 2005,,,2383,,,,138,rerun-2026-07-15,guide
TOYOTA,TOYOACE,All variants,1982 to 1985,,4503,,,,,138,rerun-2026-07-15,guide
TOYOTA,TRD,Aurion,2007 to 2009,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,TRD,Hilux,2007 to 2009,,4504,,5582,,,138,rerun-2026-07-15,guide
TOYOTA,VIENTA,VCV10,1995 to 1997,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,VIENTA,MCR20R,1997 to 2000,,,2544,4032,4032 is alternate fitment option.,,138,rerun-2026-07-15,guide
TOYOTA,YARIS,All variants,2005 to 2010,,,2136,,,,138,rerun-2026-07-15,guide
TOYOTA,YARIS,All variants,2005 to 2012,,,2136,,,,138,rerun-2026-07-15,guide
TOYOTA,YARIS,All variants,2011 onward,,,2136,,,,139,rerun-2026-07-15,guide
TOYOTA,YARIS CROSS,All variants,2020 onward,,5344,,,,,139,rerun-2026-07-15,guide
TRIUMPH,12 Fifty,All variants,1964 to 1966,,,2134,,,,139,rerun-2026-07-15,guide
TRIUMPH,2.5,All variants,1969 to 1975,,,2134,,,,139,rerun-2026-07-15,guide
TRIUMPH,2000,All variants,1964 to 1976,,2501,2541,,,,139,rerun-2026-07-15,guide
TRIUMPH,2500,All variants,1973 to 1978,,,2134,,,,139,rerun-2026-07-15,guide
TRIUMPH,DOLOMITE,All variants,1975 to 1978,,,2134,,,,139,rerun-2026-07-15,guide
TRIUMPH,GT6,All variants,1967 to 1973,,,2134,,,,139,rerun-2026-07-15,guide
TRIUMPH,HERALD,All variants,1960 to 1964,,2501,2541,,,,139,rerun-2026-07-15,guide
TRIUMPH,SPITFIRE,All variants,1963 to 1972,,2501,2541,,,,139,rerun-2026-07-15,guide
TRIUMPH,STAG,All variants,1972 to 1978,,2501,2541,,Power steering pump must be removed to install battery. Refer to workshop.,,139,rerun-2026-07-15,guide
TRIUMPH,TR,All variants,1960 to 1981,,2501,2541,,,,139,rerun-2026-07-15,guide
TVR,3000,All variants,1973 to 1978,,,2134,,,,139,rerun-2026-07-15,guide
TVR,CERBERA,All variants,1998 to 2003,,4503,,,,,139,rerun-2026-07-15,guide
TVR,CHIMAERA,All variants,1996 to 2003,,,3552,,,,139,rerun-2026-07-15,guide
TVR,GRIFFITH,All variants,1963 to 1965,,4503,,,,,139,rerun-2026-07-15,guide
TVR,GRIFFITH,All variants,1997 to 2003,,4503,,,,,139,rerun-2026-07-15,guide
VAUXHALL,VIVA,All variants,1960 to 1967,,,2134,,,,139,rerun-2026-07-15,guide
VOLKSWAGEN,1500,All variants,1963 to 1971,6603,,,,,,139,rerun-2026-07-15,guide
VOLKSWAGEN,1600,All variants,1966 to 1976,,3372,3552,,,,139,rerun-2026-07-15,guide
VOLKSWAGEN,AMAROK,Diesel,2011 to 2016,,3664,3884,5536 3888,"Some fit 3664, some fit 3884. Stop Start variants must use AGM.",,139,rerun-2026-07-15,guide
VOLKSWAGEN,AMAROK,Petrol,2011 to 2016,,3664,,5536,Stop Start variants must use AGM.,,140,rerun-2026-07-15,guide
VOLKSWAGEN,AMAROK,"2.0L, DT4",2017 onward,,3664,,5536,Stop Start variants must use AGM.,,140,rerun-2026-07-15,guide
VOLKSWAGEN,AMAROK,"3.0L, DTV6",2017 onward,,,,5556,Stop Start variants must use AGM.,,140,rerun-2026-07-15,guide
VOLKSWAGEN,ARTEON,206 TSI R-LINE,2017 onward,,,3772,4036,Stop Start variants must use AGM.,Yes,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,1200,1960 to 1975,6603,,,,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,1300,1960 to 1975,6603,,,,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,1500,1960 to 1975,6603,,,,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,1.6L,1960 to 1975,,3372,3552,,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,"9C, Diesel",2000 to 2013,,3664,,5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,"9C, Petrol",2000 to 2013,,3554,,5526,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BEETLE,"1L, 1.4L, Petrol",2013 onward,,3664,,5536,,Yes,140,rerun-2026-07-15,guide
VOLKSWAGEN,BORA,2.0L,1999 to 2007,,3554,,5526,,Yes,140,rerun-2026-07-15,guide
VOLKSWAGEN,BORA,2.3L V5,1999 to 2007,,3554,,5526,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,BORA,2.8L V6,1999 to 2007,,3664,,5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CADDY,2K upgrade,2010 onward,,3554 3664,,4036 5536,"Stop Start variants must use AGM or EFB. Some fit 3554, some fit 3664.",,140,rerun-2026-07-15,guide
VOLKSWAGEN,CADDY,"2K, TDI250 Bluemotion",2010 onward,,,,4036 5536,"Stop Start, must use AGM.",,140,rerun-2026-07-15,guide
VOLKSWAGEN,CADDY,"2K, 1.6L, Petrol",2005 to 2010,,3554,,5526,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CADDY,"2K, 1.9L, Diesel",2005 to 2010,,3664,,5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CARAVELLE,Petrol,1982 to 2008,,3664,,5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CARAVELLE,Diesel,1982 to 2008,,3664,,4036 5536,"Stop Start, must use AGM.",,140,rerun-2026-07-15,guide
VOLKSWAGEN,CARAVELLE,"7H, Diesel",2008 onward,,3664,3552 3662,5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CC,TDI,2012 onward,,,,5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CC,V6 FSI,2012 onward,,,3884,5536,"Stop Start, must use AGM.",Yes,140,rerun-2026-07-15,guide
VOLKSWAGEN,CITIVAN,"T5, Diesel",2006 to 2010,,,3884,3888,,Yes,140,rerun-2026-07-15,guide
VOLKSWAGEN,CITIVAN,"T5, Petrol",2006 to 2010,,,3884,3888,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,CRAFTER,All variants,2007 onward,,3664,3884,3888,"Some fit 3664 only, some fit 3884 only.",,140,rerun-2026-07-15,guide
VOLKSWAGEN,EOS,"1F, 147 TSI, Petrol",2007 to 2010,,3554 3664,,5526 5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,EOS,"1F, 2.0L TDI, Diesel",2007 to 2010,,3554 3664,,5526 5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,EOS,"1F, 2.0L TFSI, Petrol",2007 to 2010,,3554 3664,,5526 5536,,,140,rerun-2026-07-15,guide
VOLKSWAGEN,EOS,"1F, 155 TSI, Petrol",2010 onward,,3554 3664,,5526 5536,,Yes,140,rerun-2026-07-15,guide
VOLKSWAGEN,EOS,"1F, TDI, Diesel",2010 onward,,3554 3664,,5526 5536,,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,Diesel,1974 to 1998,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,Petrol,1974 to 1998,,3372 5344,,,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"VR6, V6, Petrol",1974 to 1998,,3554,,5526,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1.6L, Petrol",1998 to 2004,,3554 3664,,5526 5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1.8L, 2.0L, Petrol",1998 to 2004,,3554 3664,,5526 5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, 1.6L, Petrol",2004 to 2008,,3554 3664,,5526 5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, 2.0L FSI, Petrol",2004 to 2008,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, GT, 1.4L, Petrol",2004 to 2008,,3372 5344,,,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, GT, TDI, Diesel",2004 to 2008,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, GTI, 2.0L, Petrol",2004 to 2008,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, R32, V6, Petrol",2004 to 2008,,,3772,5556,Battery under plate in boot.,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, TDI, Diesel",2004 to 2008,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1C, 2Door Cabriolet TSI, Petrol",2009 to 2013,,3554 3664,,5526 5536,Stop Start variants must use AGM.,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, 1.2L, 1.4L, TSI, Petrol",2009 to 2013,,3554 3664,,5526 5536,,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, 1.6L, Petrol",2009 to 2013,,3554,,5526,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, 2.0L FSI, Petrol",2009 to 2013,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, Bluemotion, TDI, Diesel",2009 to 2013,,,,5536,"Stop Start, must use AGM. Variants with no current sensor do not require battery registration.",Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, GT, 1.4L, Petrol",2009 to 2013,,3372 5344,,,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, GT, TDI, Diesel",2009 to 2013,,3664,,5536,,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, GTD, Diesel",2009 to 2013,,3554 3664,,5526 5536,Variants without current sensor do not require battery registration.,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, R, GTI, 2.0L, Petrol",2009 to 2013,,3554 3664,,5526 5536,Variants without current sensor do not require battery registration.,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, R32, 3.2L, V6, Petrol",2009 to 2013,,,3772,5556,Battery under plate in boot.,,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, TDI, Diesel",2009 to 2013,,3554 3664,,5526 5536,Variants without current sensor do not require battery registration.,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1K, TSI, Petrol",2009 to 2013,,3554 3664,,5526 5536,,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"1C, 2D Cabriolet, Petrol",2013 to 2017,,3554 3664,,5526 5536,Stop Start variants must use AGM.,Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"AU, R, GTI, Petrol",2013 to 2017,,,,4036,"Stop Start, must use EFB.",Yes,141,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"AU, TDI, Diesel",2013 to 2017,,,,5536,"Stop Start, must use AGM.",Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"AU, TSI, Petrol",2013 to 2017,,,,4036,"Stop Start, must use EFB.",Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"AU, R, GTI, Petrol",2018 onward,,,,4036,"Stop Start, must use EFB.",Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"AU, TDI, Diesel",2018 onward,,,,4036,"Stop Start, must use EFB.",Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,GOLF,"AU, TSI, Petrol",2018 onward,,,,4036,"Stop Start, must use EFB.",Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,JETTA,"1K, 2.0L FSI, Petrol",2006 to 2009,,3664,,5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,JETTA,"1K, 2.0L TDI, Diesel",2006 to 2009,,3554 3664,,5526 5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,JETTA,"1K, TDI, Diesel",2009 to 2011,,3554 3664,,5526 5536,,Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,JETTA,"1K, TSI, Petrol",2009 to 2011,,3554,,5526,,Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,JETTA,"1K, TDI, Diesel",2011 onward,,3554 3664,,5526 5536,"Some fit 3554 only, some fit 3664 only.",Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,JETTA,"1K, TSI, Petrol",2011 onward,,3554,,5526,,Yes,142,rerun-2026-07-14,guide
VOLKSWAGEN,KARMANN,All variants,1960 to 1970,,3372,3552,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,KOMBI,All variants,1965 to 1969,6603,,,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,KOMBI,All variants,1970 to 1980,,2501 5375,2541,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,KOMBI,All variants,2003 to 2009,,,3884,3888,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,MICRO,All variants,1970 to 1982,,,3552,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,MULTIVAN,"2.5L, Diesel",2003 to 2010,,3664,3772 3884,5536 5556,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,MULTIVAN,"3.2L, Petrol",2003 to 2010,,3664,,5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,MULTIVAN,"2.0L, Diesel",2010 onward,,3664,3884,3888,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,MULTIVAN,"2.0L, Petrol",2010 onward,,3554 3664,,5526 5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B1, Diesel",1973 to 1982,,,3662,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B1, Petrol",1973 to 1982,,,3552,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B4, 2.0L, Petrol",1995 to 1997,,3372 5344,,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B4, 2.8L V6, VR6, Petrol",1995 to 1997,,3664,,5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B5 (3B), 1.8L, Petrol",1998 to 2001,,3372 5344,,,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B5 (3B), 2.8L V6, VR6, Petrol",1998 to 2001,,3664,,5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B5 (3B), 2.8L V6, VR6, Petrol",2002 to 2006,,3664,,5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B5 (3B), V5, Petrol",2002 to 2006,,3554,,5526,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"B5 (3B), W8, V8, Petrol",2002 to 2006,,,3772,5556,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,PASSAT,"2.0L TDI, Diesel",2006 to 2008,,3664,,5536,,,142,rerun-2026-07-14,guide
VOLKSWAGEN,TIGUAN,"5N, 118TSI, 1.4L, Petrol",2011 to 2016,,,3664,5556,Stop Start variants must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"5N, 132TSI, 2.0L, Petrol",2011 to 2016,,3664,3884,5556,Stop Start variants must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"5N, 103TDI, 2.0L, Diesel",2011 to 2016,,3664,3884,5556,Stop Start variants must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"5N, 155TSI, 2.0L, Petrol",2011 to 2016,,3664,3884,5556,Stop Start variants must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"AD1, 110TSI, 1.4L, Petrol",2016 onward,,,,5556,Stop Start; must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"AD1, 132TSI, 2.0L, Petrol",2016 onward,,,,5556,Stop Start; must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"AD1, 162TSI, 2.0L, Petrol",2016 onward,,,,5556,Stop Start; must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN,"AD1, 110TDI, 2.0L, Diesel",2016 onward,,,,5556,Stop Start; must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TIGUAN ALLSPACE,"BW2, All variants",2018 onward,,,,5556,Stop Start; must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"7L, 3.2L, V6, Petrol",2003 to 2010,,,3888,5566,Must use AGM on air suspension variants.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"7L, 4.2L, V8, Petrol",2003 to 2010,,,3888,5566,Must use AGM on air suspension variants.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"7L, 5.0L, V10, Diesel",2003 to 2010,,,3888,5566,Requires 2 batteries. Must use AGM.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"7L, R5, 2.5L, Diesel",2003 to 2010,,,3888,5566,Must use AGM on air suspension variants.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"7P, 3.0L, V6, Diesel",2011 to 2018,,,,5566,Must use AGM. Auxiliary battery on some variants.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"7P, 4.2L, V8, Diesel",2011 to 2018,,,,5566,Must use AGM. Auxiliary battery on some variants.,Yes,143,original-transcription,guide
VOLKSWAGEN,TOUAREG,"CR, 3.0L, V6, Diesel",2019 onward,,,,5566,Must use AGM. Refer to OEM before disconnecting.,Yes,144,original-transcription,guide
VOLKSWAGEN,TRANSPORTER,"T4, 2.0L, 2.5L, Petrol",1993 to 2004,,3664,3884,5556,,,144,original-transcription,guide
VOLKSWAGEN,TRANSPORTER,"T4, 2.4L, 2.5L, Diesel",1993 to 2004,,3664,3884,5556,,,144,original-transcription,guide
VOLKSWAGEN,TRANSPORTER,"T5, 2.0L, Petrol",2004 to 2015,,,3888,5566,Stop Start variants must use AGM.,Yes,144,original-transcription,guide
VOLKSWAGEN,TRANSPORTER,"T5, 1.9L, 2.5L, Diesel",2004 to 2015,,,3888,5566,Stop Start variants must use AGM.,Yes,144,original-transcription,guide
VOLKSWAGEN,TRANSPORTER,"T6, 2.0L, Diesel",2015 onward,,,3888,5566,Stop Start variants must use AGM.,Yes,144,original-transcription,guide
VOLKSWAGEN,UP,"AA, 1.0L, Petrol",2012 to 2014,,,,3552,,,144,original-transcription,guide
VOLKSWAGEN,VENTO,All variants,1995 to 1998,,3554,3552,5526,,,144,original-transcription,guide
VOLVO,142,All variants,1967 to 1974,,3554,,2541,,,144,original-transcription,guide
VOLVO,144,All variants,1967 to 1974,,3554,,2541,,,144,original-transcription,guide
VOLVO,145,All variants,1967 to 1974,,3554,,2541,,,144,original-transcription,guide
VOLVO,164,All variants,1969 to 1975,,3554,,2541,,,144,original-transcription,guide
VOLVO,240,All variants,1974 to 1993,,3554,,2541,,,144,original-transcription,guide
VOLVO,244,All variants,1974 to 1993,,3554,,2541,,,144,original-transcription,guide
VOLVO,245,All variants,1974 to 1993,,3554,,2541,,,144,original-transcription,guide
VOLVO,260,All variants,1975 to 1985,,3554,,2541,,,144,original-transcription,guide
VOLVO,360,All variants,1984 to 1989,,3554,,2541,,,145,original-transcription,guide
VOLVO,740,All variants,1984 to 1992,,3664,3662,5536,,,145,original-transcription,guide
VOLVO,760,All variants,1984 to 1990,,3664,3662,5536,,,145,original-transcription,guide
VOLVO,850,All variants,1992 to 1997,,3664,3662,5536,,,145,original-transcription,guide
VOLVO,940,All variants,1991 to 1997,,3664,3662,5536,,,145,original-transcription,guide
VOLVO,960,All variants,1991 to 1997,,3664,3662,5536,,,145,original-transcription,guide
VOLVO,C30,"T5, Petrol",2007 to 2013,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,C30,"D5, Diesel",2007 to 2013,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,C70,All variants,1998 to 2006,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,C70,"M, All variants",2006 to 2013,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,S40,All variants,1997 to 2004,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,S40,"M, All variants",2004 to 2012,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,S60,"P24, 2.0L, 2.4L, 2.5L, Petrol",2000 to 2010,,3664,3884,5556,,,145,original-transcription,guide
VOLVO,S60,"P3, T4, T5, Petrol",2010 to 2018,,,3888,5566,Stop Start variants must use AGM.,Yes,145,original-transcription,guide
VOLVO,S60,"P3, D4, D5, Diesel",2010 to 2018,,,3888,5566,Stop Start variants must use AGM.,Yes,145,original-transcription,guide
VOLVO,S80,"TS, 2.4L, 2.9L, Petrol",1998 to 2006,,3888,3884,5566,,,146,original-transcription,guide
